code;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;average
51333;1.4;2.5;3.8;3.4;2.1;3.6;3.2;1.7;2.7;1.7;2.9;2.6;4.2;2;2.8;2.3;2.8;3.7;1.4;2.6;2;2.9;2.7;3.1;2.7;3.6;3.1;1.7;3;1.7;2.9;3.6;2.2;2.5;3.5;2.9;3.7;2.7
51334;1.4;2.6;4.3;2.9;2;3.6;3.3;1.8;2.6;1.9;2.8;3.4;4.1;3;2.9;2.9;3;3.5;1.6;4.8;2.1;2.5;3.2;3.2;2.8;2.9;2.9;1.6;2.9;1.6;2.8;3.7;2.5;2.7;2.9;2.8;2.6;2.8
51336;1.5;2.6;4.1;3.2;1.8;3.6;3.1;1.7;2.5;1.7;2.8;3;4.1;2.4;2.9;2.6;2.9;3.3;1.5;4;2.1;2.7;3;3.1;2.6;3.5;2.5;1.6;3.4;1.6;3.1;3.7;2.5;2.7;2.3;2.9;3.1;2.7
51337;1.5;2.5;2.7;3.6;2.3;3.3;2.7;1.8;2.5;1.4;2.5;3;2.9;3.2;3.1;2.8;2.9;3.6;1.5;3.5;2.2;2.8;2.8;2.5;2.4;3.2;2.4;1.7;3.5;1.7;2.9;4.1;2.4;3;2.2;3.1;3;2.7
51350;1.3;3.2;3.3;3;2;3.8;3.2;1.7;2.6;1.6;2.6;2.9;3.7;2.3;3;2.6;3.5;3.9;1.6;3.5;2.1;2.6;2.8;3.8;2.7;3.1;3.1;1.7;3.7;1.6;2.9;3.5;2.1;2.6;3.2;3.1;3.2;2.8
51366;1.4;2.2;1.6;2.2;1.6;1.5;1.2;1.3;0.9;0.9;1.3;1.7;1.9;0.9;1.1;1.1;1.9;1.5;0.7;1.2;1.2;1.1;1.6;1.8;1.2;0.9;1.5;1;1.5;0.9;1.2;1.6;0.9;1.5;1.7;1.8;1.1;1.4
51368;1.4;2.3;1.6;2.3;1.7;1.4;1;1.3;0.9;0.8;1.4;1.9;1.5;1;1;1.1;1.8;1.3;0.7;1.3;1.1;0.9;1.3;2;0.9;0.9;1.3;1;1.4;0.8;1.1;1.6;0.8;1.5;1.7;1.9;0.9;1.3
51369;1.3;2.5;2.1;2.5;1.6;1.7;1.3;1.3;1;1;1.5;1.7;1.9;1;1.1;1.2;1.8;1.7;0.8;1.6;1.2;1.3;1.5;1.8;1.1;1.2;1.9;1.2;2.1;0.9;1.4;2.2;1;1.6;1.6;2;0.9;1.5
51371;1.5;2.1;1.3;2.3;1.5;1.3;1;1.3;0.9;0.8;1.3;2;1.6;0.9;1;1;2;1.5;0.7;1.2;1.1;1;1.4;1.6;1;0.9;1.2;0.9;1.2;0.8;1;1.4;0.8;1.4;1.7;1.6;1.1;1.3
51372;1.3;2.2;1.8;2.6;1.6;1.6;1.2;1.4;1.1;0.9;1.4;2;2.1;1;1.1;1.2;1.9;1.6;0.8;1.5;1.3;1.3;1.7;1.9;1.3;1;1.7;1.1;1.8;1;1.3;1.8;1;1.7;1.7;2.1;1.1;1.5
